user_id,age,gender,height,weight,goal,BMI,day1,day2,day3,day4,day5,day6,day7
64,30,Male,175,70,Maintain,22.9,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Deadlift (3 sets x 10 reps), Bent Over Row (3 sets x 12 reps), Pull Up (3 sets x 15 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squat (3 sets x 10 reps), Leg Press (3 sets x 12 reps), Calf Raises (3 sets x 15 reps) <br> Shoulders: Overhead Press (3 sets x 10 reps), Side Lateral DB Raise (3 sets x 12 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 10 reps), Tricep Dumbbell Kickback (3 sets x 12 reps)","Back: One Arm Dumbbell Row (3 sets x 10 reps), Cable Pulldown (3 sets x 12 reps), Deadlift (3 sets x 15 reps) <br> Biceps: Chin Up (3 sets x 10 reps), Concentration Curl (3 sets x 12 reps)","Legs: Front Barbell Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Kettlebell Swing (3 sets x 15 reps) <br> Shoulders: Arnold Press (3 sets x 10 reps), Front DB Raise (3 sets x 12 reps)","Light exercises: Plank (3 sets x 30 sec), Yoga stretching (15 minutes)"
65,28,Female,162,58,Lose,22.1,"Chest: Bench Press (2 sets x 8 reps), Pushup (2 sets x 10 reps) <br> Triceps: Close Grip Bench Press (2 sets x 8 reps)","Back: Bent Over Row (2 sets x 8 reps), Pull Up (2 sets x 10 reps) <br> Biceps: Barbell Curl (2 sets x 8 reps), Hammer Curl (2 sets x 10 reps)","Legs: Squat (2 sets x 8 reps), Leg Press (2 sets x 10 reps), Calf Raises (2 sets x 10 reps) <br> Shoulders: Overhead Press (2 sets x 8 reps), Side Lateral DB Raise (2 sets x 10 reps)",Chest: Dumbbell Fly (2 sets x 8 reps) <br> Triceps: Tricep Overhead Extension (2 sets x 8 reps),"Back: One Arm Dumbbell Row (2 sets x 8 reps), Cable Pulldown (2 sets x 10 reps) <br> Biceps: Chin Up (2 sets x 8 reps), Concentration Curl (2 sets x 10 reps)","Legs: Front Barbell Squat (2 sets x 8 reps), Lunges (2 sets x 10 reps) <br> Shoulders: Arnold Press (2 sets x 8 reps)","Light exercises: Plank (3 sets x 20 sec), Yoga stretching (15 minutes)"
66,40,Male,168,85,Lose,30.1,"Chest: Bench Press (3 sets x 8 reps), Cable Crossover (3 sets x 10 reps), Pushup (3 sets x 10 reps) <br> Triceps: Close Grip Bench Press (3 sets x 8 reps), Tricep Dips (3 sets x 10 reps)","Back: Deadlift (3 sets x 8 reps), Bent Over Row (3 sets x 10 reps), Pull Up (3 sets x 10 reps) <br> Biceps: Barbell Curl (3 sets x 8 reps), Hammer Curl (3 sets x 10 reps)","Legs: Squat (3 sets x 8 reps), Leg Press (3 sets x 10 reps), Calf Raises (3 sets x 10 reps) <br> Shoulders: Overhead Press (3 sets x 8 reps), Side Lateral DB Raise (3 sets x 10 reps)","Chest: Incline Dumbbell Press (3 sets x 8 reps), Dumbbell Fly (3 sets x 10 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 8 reps), Tricep Dumbbell Kickback (3 sets x 10 reps)","Back: One Arm Dumbbell Row (3 sets x 8 reps), Cable Pulldown (3 sets x 10 reps), Deadlift (3 sets x 10 reps) <br> Biceps: Chin Up (3 sets x 8 reps), Concentration Curl (3 sets x 10 reps)","Legs: Front Barbell Squat (3 sets x 8 reps), Lunges (3 sets x 10 reps), Kettlebell Swing (3 sets x 10 reps) <br> Shoulders: Arnold Press (3 sets x 8 reps), Front DB Raise (3 sets x 10 reps)","Light exercises: Plank (3 sets x 30 sec), Yoga stretching (15 minutes)"
67,35,Female,155,65,Maintain,27.1,"Chest: Bench Press (2 sets x 6 reps), Pushup (2 sets x 8 reps) <br> Triceps: Close Grip Bench Press (2 sets x 6 reps)","Back: Bent Over Row (2 sets x 6 reps), Pull Up (2 sets x 8 reps) <br> Biceps: Barbell Curl (2 sets x 6 reps), Hammer Curl (2 sets x 8 reps)","Legs: Squat (2 sets x 6 reps), Leg Press (2 sets x 8 reps), Calf Raises (2 sets x 8 reps) <br> Shoulders: Overhead Press (2 sets x 6 reps), Side Lateral DB Raise (2 sets x 8 reps)",Chest: Dumbbell Fly (2 sets x 6 reps) <br> Triceps: Tricep Overhead Extension (2 sets x 6 reps),"Back: One Arm Dumbbell Row (2 sets x 6 reps), Cable Pulldown (2 sets x 8 reps) <br> Biceps: Chin Up (2 sets x 6 reps), Concentration Curl (2 sets x 8 reps)","Legs: Front Barbell Squat (2 sets x 6 reps), Lunges (2 sets x 8 reps) <br> Shoulders: Arnold Press (2 sets x 6 reps)","Light exercises: Plank (3 sets x 20 sec), Yoga stretching (15 minutes)"
68,22,Male,180,78,Gain,24.1,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Deadlift (3 sets x 10 reps), Bent Over Row (3 sets x 12 reps), Pull Up (3 sets x 15 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squat (3 sets x 10 reps), Leg Press (3 sets x 12 reps), Calf Raises (3 sets x 15 reps) <br> Shoulders: Overhead Press (3 sets x 10 reps), Side Lateral DB Raise (3 sets x 12 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 10 reps), Tricep Dumbbell Kickback (3 sets x 12 reps)","Back: One Arm Dumbbell Row (3 sets x 10 reps), Cable Pulldown (3 sets x 12 reps), Deadlift (3 sets x 15 reps) <br> Biceps: Chin Up (3 sets x 10 reps), Concentration Curl (3 sets x 12 reps)","Legs: Front Barbell Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Kettlebell Swing (3 sets x 15 reps) <br> Shoulders: Arnold Press (3 sets x 10 reps), Front DB Raise (3 sets x 12 reps)","Light exercises: Plank (3 sets x 30 sec), Yoga stretching (15 minutes)"
69,28,Female,165,60,Maintain,22,"Warm-up: 10 min jogging <br> Legs: Dumbbell Squats (3 sets x 12 reps, 5kg), Leg Press (3 sets x 12 reps) <br> Core: Plank (3 sets x 30 secs)","Warm-up: 10 min cycling <br> Legs: Dumbbell Lunges (3 sets x 12 reps, 5kg), Leg Curl (3 sets x 12 reps) <br> Core: Russian Twists (3 sets x 20 reps)","Warm-up: 10 min walking <br> Legs: Dumbbell Deadlifts (3 sets x 12 reps, 5kg), Calf Raises (3 sets x 15 reps) <br> Core: Bicycle Crunches (3 sets x 20 reps)","Warm-up: 10 min jogging <br> Legs: Dumbbell Squats (3 sets x 12 reps, 5kg), Leg Press (3 sets x 12 reps) <br> Core: Leg Raises (3 sets x 15 reps)","Warm-up: 10 min cycling <br> Legs: Dumbbell Lunges (3 sets x 12 reps, 5kg), Leg Curl (3 sets x 12 reps) <br> Core: Mountain Climbers (3 sets x 30 secs)","Warm-up: 10 min walking <br> Legs: Dumbbell Deadlifts (3 sets x 12 reps, 5kg), Calf Raises (3 sets x 15 reps) <br> Core: Flutter Kicks (3 sets x 30 secs)","Rest Day: Gentle Yoga (20 mins), Stretching (10 mins)"
70,40,Male,175,85,Lose,27.8,"Warm-up: 15 min jogging <br> Chest: Bench Press (4 sets x 12 reps, 50kg), Dumbbell Flyes (4 sets x 12 reps) <br> Triceps: Tricep Dips (4 sets x 12 reps)","Warm-up: 15 min cycling <br> Legs: Squats (4 sets x 12 reps, 60kg), Leg Press (4 sets x 12 reps) <br> Calves: Calf Raises (4 sets x 15 reps)","Warm-up: 15 min rowing <br> Back: Deadlift (4 sets x 12 reps, 60kg), Bent Over Rows (4 sets x 12 reps, 50kg) <br> Biceps: Bicep Curls (4 sets x 12 reps)","Warm-up: 15 min jogging <br> Chest: Bench Press (4 sets x 12 reps, 50kg), Dumbbell Flyes (4 sets x 12 reps) <br> Triceps: Tricep Pushdowns (4 sets x 12 reps)","Warm-up: 15 min cycling <br> Legs: Squats (4 sets x 12 reps, 60kg), Leg Press (4 sets x 12 reps) <br> Calves: Standing Calf Raises (4 sets x 15 reps)","Warm-up: 15 min rowing <br> Back: Deadlift (4 sets x 12 reps, 60kg), Bent Over Rows (4 sets x 12 reps, 50kg) <br> Biceps: Hammer Curls (4 sets x 12 reps)","Rest Day: Gentle Yoga (20 mins), Stretching (10 mins)"
71,35,Female,158,62,Lose,24.8,"Warm-up: 10 min jogging <br> Legs: Dumbbell Squats (3 sets x 12 reps, 5kg), Leg Press (3 sets x 12 reps) <br> Core: Plank (3 sets x 30 secs)","Warm-up: 10 min cycling <br> Legs: Dumbbell Lunges (3 sets x 12 reps, 5kg), Leg Curl (3 sets x 12 reps) <br> Core: Russian Twists (3 sets x 20 reps)","Warm-up: 10 min walking <br> Legs: Dumbbell Deadlifts (3 sets x 12 reps, 5kg), Calf Raises (3 sets x 15 reps) <br> Core: Bicycle Crunches (3 sets x 20 reps)","Warm-up: 10 min jogging <br> Legs: Dumbbell Squats (3 sets x 12 reps, 5kg), Leg Press (3 sets x 12 reps) <br> Core: Leg Raises (3 sets x 15 reps)","Warm-up: 10 min cycling <br> Legs: Dumbbell Lunges (3 sets x 12 reps, 5kg), Leg Curl (3 sets x 12 reps) <br> Core: Mountain Climbers (3 sets x 30 secs)","Warm-up: 10 min walking <br> Legs: Dumbbell Deadlifts (3 sets x 12 reps, 5kg), Calf Raises (3 sets x 15 reps) <br> Core: Flutter Kicks (3 sets x 30 secs)","Rest Day: Gentle Yoga (20 mins), Stretching (10 mins)"
72,22,Male,180,90,Gain,27.8,"Warm-up: 10 min jogging <br> Chest: Pushups (3 sets x 15 reps), Dumbbell Bench Press (3 sets x 12 reps, 5kg) <br> Triceps: Tricep Dips (3 sets x 12 reps)","Warm-up: 10 min cycling <br> Legs: Bodyweight Squats (3 sets x 15 reps), Leg Press (3 sets x 12 reps) <br> Calves: Calf Raises (3 sets x 20 reps)","Warm-up: 10 min walking <br> Back: Lat Pulldowns (3 sets x 12 reps), Seated Rows (3 sets x 12 reps) <br> Biceps: Bicep Curls (3 sets x 12 reps)","Warm-up: 10 min jogging <br> Chest: Pushups (3 sets x 15 reps), Dumbbell Bench Press (3 sets x 12 reps, 5kg) <br> Triceps: Tricep Extensions (3 sets x 12 reps)","Warm-up: 10 min cycling <br> Legs: Bodyweight Squats (3 sets x 15 reps), Leg Press (3 sets x 12 reps) <br> Calves: Standing Calf Raises (3 sets x 20 reps)","Warm-up: 10 min walking <br> Back: Lat Pulldowns (3 sets x 12 reps), Seated Rows (3 sets x 12 reps) <br> Biceps: Hammer Curls (3 sets x 12 reps)","Rest Day: Gentle Yoga (20 mins), Stretching (10 mins)"
73,31,Female,160,55,Maintain,21.5,"Warm-up: 10 min jogging <br> Chest: Pushups (3 sets x 15 reps), Dumbbell Bench Press (3 sets x 12 reps, 5kg) <br> Triceps: Tricep Dips (3 sets x 12 reps)","Warm-up: 10 min cycling <br> Legs: Bodyweight Squats (3 sets x 15 reps), Leg Press (3 sets x 12 reps) <br> Calves: Calf Raises (3 sets x 20 reps)","Warm-up: 10 min walking <br> Back: Lat Pulldowns (3 sets x 12 reps), Seated Rows (3 sets x 12 reps) <br> Biceps: Bicep Curls (3 sets x 12 reps)","Warm-up: 10 min jogging <br> Chest: Pushups (3 sets x 15 reps), Dumbbell Bench Press (3 sets x 12 reps, 5kg) <br> Triceps: Tricep Extensions (3 sets x 12 reps)","Warm-up: 10 min cycling <br> Legs: Bodyweight Squats (3 sets x 15 reps), Leg Press (3 sets x 12 reps) <br> Calves: Standing Calf Raises (3 sets x 20 reps)","Warm-up: 10 min walking <br> Back: Lat Pulldowns (3 sets x 12 reps), Seated Rows (3 sets x 12 reps) ","Rest Day: Gentle Yoga (20 mins), Stretching (10 mins)"
74,25,Male,175,75,Lose,24.5,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Biceps: Concentration Curl (3 sets x 10 reps), Barbell Curl (3 sets x 12 reps) <br> Back: One Arm Dumbbell Row (3 sets x 10 reps), Deadlift (3 sets x 8 reps)","Shoulders: Overhead Press (3 sets x 10 reps), Side Lateral Raise (3 sets x 12 reps) <br> Legs: Squats (3 sets x 10 reps), Calf Raises (3 sets x 15 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 10 reps), Cable Tricep Extension (3 sets x 12 reps)","Biceps: Hammer Curl (3 sets x 10 reps), Chin Up (3 sets x 10 reps) <br> Back: Cable Pull Down (3 sets x 12 reps), T-Bar Row (3 sets x 10 reps)","Shoulders: Front Dumbbell Raise (3 sets x 12 reps), Arnold Press (3 sets x 10 reps) <br> Legs: Split Squat (3 sets x 10 reps), Leg Press (3 sets x 10 reps)","Light Cardio: 20 mins walk, Stretching: 10 mins, Plank: 2 sets x 30 secs"
75,28,Female,160,60,Maintain,23.4,"Chest: Dumbbell Fly (3 sets x 8 reps), Pushup (3 sets x 12 reps) <br> Triceps: Tricep Dips (3 sets x 10 reps), Diamond Pushup (2 sets x 12 reps)","Biceps: Hammer Curl (3 sets x 10 reps), Barbell Curl (3 sets x 10 reps) <br> Back: Bent Over Row (3 sets x 10 reps), Deadlift (2 sets x 8 reps)","Shoulders: Dumbbell Incline Row (3 sets x 8 reps), Face Pull (2 sets x 12 reps) <br> Legs: Lunges (3 sets x 10 reps), Calf Raises (3 sets x 15 reps)","Chest: Pushup (3 sets x 15 reps), Cable Crossover (3 sets x 10 reps) <br> Triceps: Tricep Dumbbell Kickback (3 sets x 10 reps), Close Grip Bench Press (2 sets x 10 reps)","Biceps: Cable Curl (3 sets x 12 reps), Chin Up (3 sets x 8 reps) <br> Back: Pull Up (3 sets x 10 reps), Cable Reverse Fly (2 sets x 12 reps)","Shoulders: Front Dumbbell Raise (3 sets x 8 reps), Side Lateral Dumbbell Raise (2 sets x 10 reps) <br> Legs: Split Squat (2 sets x 10 reps), Leg Press (2 sets x 10 reps)","Light Cardio: 20 mins cycling, Yoga: 10 mins, Seated Scissors Cross: 2 sets x 15 reps"
76,32,Male,170,85,Gain,29.4,"Chest: Bench Press (3 sets x 10 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Overhead Extension (3 sets x 10 reps), Tricep Dips (3 sets x 10 reps)","Biceps: Hammer Curl (3 sets x 10 reps), Barbell Curl (3 sets x 12 reps) <br> Back: Bent Over Row (3 sets x 10 reps), Deadlift (3 sets x 8 reps)","Shoulders: Dumbbell Incline Row (3 sets x 10 reps), Arnold Press (3 sets x 12 reps) <br> Legs: Squats (3 sets x 10 reps), Calf Raises (3 sets x 15 reps)","Chest: Incline Dumbbell Press (3 sets x 10 reps), Pushup (3 sets x 15 reps) <br> Triceps: Cable Tricep Extension (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Biceps: Concentration Curl (3 sets x 10 reps), Chin Up (3 sets x 10 reps) <br> Back: Cable Pull Down (3 sets x 12 reps), T-Bar Row (3 sets x 10 reps)","Shoulders: Side Lateral Dumbbell Raise (3 sets x 12 reps), Rear Delt Rise (3 sets x 10 reps) <br> Legs: Lunges (3 sets x 10 reps), Leg Press (3 sets x 10 reps)","Light Cardio: 20 mins jogging, Stretching: 10 mins, Mountain Climber: 2 sets x 20 reps"
77,22,Female,155,55,Lose,22.9,"Chest: Pushup (3 sets x 10 reps), Landmine Press (3 sets x 12 reps) <br> Triceps: Tricep Dumbbell Kickback (3 sets x 10 reps), Tricep Overhead Extension (2 sets x 10 reps)","Biceps: Concentration Curl (3 sets x 8 reps), Cable Curl (3 sets x 10 reps) <br> Back: Cable Pull Down (3 sets x 10 reps), Deadlift (2 sets x 8 reps)","Shoulders: Overhead Press (3 sets x 8 reps), Face Pull (2 sets x 12 reps) <br> Legs: Split Squat (2 sets x 10 reps), Calf Raises (3 sets x 15 reps)","Chest: Bench Press (3 sets x 8 reps), Cable Crossover (3 sets x 10 reps) <br> Triceps: Diamond Pushup (3 sets x 10 reps), Close Grip Bench Press (2 sets x 10 reps)","Biceps: Hammer Curl (3 sets x 8 reps), Chin Up (2 sets x 8 reps) <br> Back: One Arm Dumbbell Row (3 sets x 10 reps), T-Bar Row (2 sets x 8 reps)","Shoulders: Dumbbell Incline Row (3 sets x 10 reps), Side Lateral Dumbbell Raise (2 sets x 10 reps) <br> Legs: Squats (2 sets x 10 reps), Kettlebell Swing (2 sets x 10 reps)","Light Cardio: 15 mins walk, Yoga: 10 mins, Leg Raise: 2 sets x 12 reps"
78,45,Male,180,95,Maintain,29.3,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dumbbell Kickback (3 sets x 12 reps)","Biceps: Hammer Curl (3 sets x 10 reps), Barbell Curl (3 sets x 12 reps) <br> Back: Bent Over Row (3 sets x 10 reps), Cable Reverse Fly (3 sets x 12 reps)","Shoulders: Arnold Press (3 sets x 10 reps), Side Lateral Dumbbell Raise (3 sets x 12 reps) <br> Legs: Squats (3 sets x 10 reps), Leg Press (3 sets x 10 reps)","Chest: Pushup (3 sets x 15 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Cable Tricep Extension (3 sets x 10 reps), Diamond Pushup (3 sets x 12 reps)","Biceps: Cable Curl (3 sets x 12 reps), Chin Up (3 sets x 10 reps) <br> Back: Pull Up (3 sets x 10 reps), T-Bar Row (3 sets x 10 reps)","Shoulders: Front Dumbbell Raise (3 sets x 12 reps), Face Pull (3 sets x 10 reps) <br> Legs: Lunges (3 sets x 10 reps), Split Squat (3 sets x 10 reps)","Light Cardio: 20 mins cycling, Stretching: 10 mins, Seated Scissors Cross: 2 sets x 15 reps"
79,28,Male,175,75,Maintain,24.5,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Deadlift (3 sets x 8 reps), One arm dumbell row (3 sets x 10 reps), Cable pull down (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Leg press (3 sets x 10 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 30 secs), Leg raise (3 sets x 12 reps)","Shoulders: Side lateral db rise (3 sets x 12 reps), Overhead press (3 sets x 10 reps), Face pull (3 sets x 12 reps) <br> Triceps: Tricep Dumbell Kickback (3 sets x 12 reps), Diamond Pushup (3 sets x 10 reps)","Chest: Incline Dumbell Press (3 sets x 10 reps), Dumbell Fly (3 sets x 12 reps), Bar dips (3 sets x 15 reps) <br> Biceps: Cable Curl (3 sets x 10 reps), Chin Up (3 sets x 12 reps)","Legs: Deadlift (3 sets x 8 reps), Kettlebell swing (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Abs: Russian Twist (3 sets x 15 reps), Mountain Climber (3 sets x 15 reps), Seated scissors cross (3 sets x 12 reps)","Light cardio: Walking (30 minutes), Stretching exercises (20 minutes)"
80,34,Female,160,68,Lose,26.6,"Chest: Bench Press (3 sets x 8 reps), Cable Crossover (3 sets x 10 reps), Pushup (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 8 reps), Tricep Dips (3 sets x 10 reps)","Back: Deadlift (3 sets x 6 reps), One arm dumbell row (3 sets x 8 reps), Cable pull down (3 sets x 10 reps) <br> Biceps: Barbell Curl (3 sets x 8 reps), Hammer Curl (3 sets x 10 reps)","Legs: Squat (3 sets x 8 reps), Lunges (3 sets x 10 reps), Leg press (3 sets x 8 reps) <br> Abs: Crunch (3 sets x 12 reps), Plank (3 sets x 20 secs), Leg raise (3 sets x 10 reps)","Shoulders: Side lateral db rise (3 sets x 10 reps), Overhead press (3 sets x 8 reps), Face pull (3 sets x 10 reps) <br> Triceps: Tricep Dumbell Kickback (3 sets x 10 reps), Diamond Pushup (3 sets x 8 reps)","Chest: Incline Dumbell Press (3 sets x 8 reps), Dumbell Fly (3 sets x 10 reps), Bar dips (3 sets x 12 reps) <br> Biceps: Cable Curl (3 sets x 8 reps), Chin Up (3 sets x 10 reps)","Legs: Deadlift (3 sets x 6 reps), Kettlebell swing (3 sets x 10 reps), Calf raises (3 sets x 12 reps) <br> Abs: Russian Twist (3 sets x 12 reps), Mountain Climber (3 sets x 12 reps), Seated scissors cross (3 sets x 10 reps)","Light cardio: Walking (20 minutes), Stretching exercises (15 minutes)"
81,42,Male,180,85,Lose,26.2,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Deadlift (3 sets x 8 reps), One arm dumbell row (3 sets x 10 reps), Cable pull down (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Leg press (3 sets x 10 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 30 secs), Leg raise (3 sets x 12 reps)","Shoulders: Side lateral db rise (3 sets x 12 reps), Overhead press (3 sets x 10 reps), Face pull (3 sets x 12 reps) <br> Triceps: Tricep Dumbell Kickback (3 sets x 12 reps), Diamond Pushup (3 sets x 10 reps)","Chest: Incline Dumbell Press (3 sets x 10 reps), Dumbell Fly (3 sets x 12 reps), Bar dips (3 sets x 15 reps) <br> Biceps: Cable Curl (3 sets x 10 reps), Chin Up (3 sets x 12 reps)","Legs: Deadlift (3 sets x 8 reps), Kettlebell swing (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Abs: Russian Twist (3 sets x 15 reps), Mountain Climber (3 sets x 15 reps), Seated scissors cross (3 sets x 12 reps)","Light cardio: Walking (30 minutes), Stretching exercises (20 minutes)"
82,25,Female,155,50,Gain,20.8,"Chest: Bench Press (3 sets x 8 reps), Cable Crossover (3 sets x 10 reps), Pushup (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 8 reps), Tricep Dips (3 sets x 10 reps)","Back: Deadlift (3 sets x 6 reps), One arm dumbell row (3 sets x 8 reps), Cable pull down (3 sets x 10 reps) <br> Biceps: Barbell Curl (3 sets x 8 reps), Hammer Curl (3 sets x 10 reps)","Legs: Squat (3 sets x 8 reps), Lunges (3 sets x 10 reps), Leg press (3 sets x 8 reps) <br> Abs: Crunch (3 sets x 12 reps), Plank (3 sets x 20 secs), Leg raise (3 sets x 10 reps)","Shoulders: Side lateral db rise (3 sets x 10 reps), Overhead press (3 sets x 8 reps), Face pull (3 sets x 10 reps) <br> Triceps: Tricep Dumbell Kickback (3 sets x 10 reps), Diamond Pushup (3 sets x 8 reps)","Chest: Incline Dumbell Press (3 sets x 8 reps), Dumbell Fly (3 sets x 10 reps), Bar dips (3 sets x 12 reps) <br> Biceps: Cable Curl (3 sets x 8 reps), Chin Up (3 sets x 10 reps)","Legs: Deadlift (3 sets x 6 reps), Kettlebell swing (3 sets x 10 reps), Calf raises (3 sets x 12 reps) <br> Abs: Russian Twist (3 sets x 12 reps), Mountain Climber (3 sets x 12 reps), Seated scissors cross (3 sets x 10 reps)","Light cardio: Walking (20 minutes), Stretching exercises (15 minutes)"
83,30,Male,170,78,Lose,27,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Back: Deadlift (3 sets x 8 reps), One arm dumbell row (3 sets x 10 reps), Cable pull down (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Leg press (3 sets x 10 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 30 secs), Leg raise (3 sets x 12 reps)","Shoulders: Side lateral db rise (3 sets x 12 reps), Overhead press (3 sets x 10 reps), Face pull (3 sets x 12 reps) <br> Triceps: Tricep Dumbell Kickback (3 sets x 12 reps), Diamond Pushup (3 sets x 10 reps)","Chest: Incline Dumbell Press (3 sets x 10 reps), Dumbell Fly (3 sets x 12 reps), Bar dips (3 sets x 15 reps) <br> Biceps: Cable Curl (3 sets x 10 reps), Chin Up (3 sets x 12 reps)","Legs: Deadlift (3 sets x 8 reps), Kettlebell swing (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Abs: Russian Twist (3 sets x 15 reps), Mountain Climber (3 sets x 15 reps), Seated scissors cross (3 sets x 12 reps)","Light cardio: Walking (30 minutes), Stretching exercises (20 minutes)"
84,25,Male,175,70,Gain,22.9,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps), Pushup (3 sets x 15 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps)","Biceps: Concentration curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps), Chin Up (3 sets x 8 reps) <br> Back: One arm dumbbell row (3 sets x 10 reps), Deadlift (3 sets x 8 reps)","Leg: Squat (3 sets x 10 reps), Lunges (3 sets x 12 reps), Calf raises (3 sets x 15 reps) <br> Abs: Crunch (3 sets x 15 reps), Plank (3 sets x 1 min)","Shoulder: Side lateral DB rise (3 sets x 10 reps), Overhead press (3 sets x 8 reps), Face pull (3 sets x 12 reps) <br> Triceps: Tricep Dumbbell Kickback (3 sets x 12 reps), Diamond Pushup (3 sets x 10 reps)","Back: Cable pull down (3 sets x 10 reps), Pull up (3 sets x 8 reps), Tbar row (3 sets x 10 reps) <br> Abs: Russian Twist (3 sets x 20 reps), Mountain Climber (3 sets x 1 min)","Leg: Deadlift (3 sets x 8 reps), Split squat (3 sets x 12 reps), Kettlebell swing (3 sets x 15 reps) <br> Shoulder: Arnold Press (3 sets x 8 reps), Dumbbell incline row (3 sets x 10 reps)","Rest day: Light jogging (20 mins), Stretching exercises (15 mins), Yoga (20 mins)"
